Label	X	Y	Z
_x_00000_y_00000_.tif	0.15937434776537862	0.0	-0.15084461018834855
_x_00000_y_00160_.tif	0.15157401197255324	0.04924938192692485	-0.15084461018834855
_x_00000_y_00320_.tif	0.12893655580961422	0.09367789121022142	-0.15084461018834855
_x_00000_y_00480_.tif	0.09367789121022142	0.12893655580961422	-0.15084461018834855
_x_00000_y_00640_.tif	0.04924938192692485	0.15157401197255324	-0.15084461018834855
_x_00000_y_00800_.tif	9.758864242853405e-18	0.15937434776537862	-0.15084461018834855
_x_00000_y_00960_.tif	-0.04924938192692485	0.15157401197255324	-0.15084461018834855
_x_00000_y_01120_.tif	-0.09367789121022142	0.12893655580961422	-0.15084461018834855
_x_00000_y_01280_.tif	-0.12893655580961422	0.09367789121022142	-0.15084461018834855
_x_00000_y_01440_.tif	-0.15157401197255324	0.04924938192692485	-0.15084461018834855
_x_00000_y_01600_.tif	-0.15937434776537862	1.951772848570681e-17	-0.15084461018834855
_x_00000_y_01760_.tif	-0.15157401197255324	-0.04924938192692485	-0.15084461018834855
_x_00000_y_01920_.tif	-0.12893655580961422	-0.09367789121022142	-0.15084461018834855
_x_00000_y_02080_.tif	-0.09367789121022142	-0.12893655580961422	-0.15084461018834855
_x_00000_y_02240_.tif	-0.04924938192692485	-0.15157401197255324	-0.15084461018834855
_x_00000_y_02400_.tif	-2.927659272856021e-17	-0.15937434776537862	-0.15084461018834855
_x_00000_y_02560_.tif	0.04924938192692485	-0.15157401197255324	-0.15084461018834855
_x_00000_y_02720_.tif	0.09367789121022131	-0.12893655580961425	-0.15084461018834858
_x_00000_y_02880_.tif	0.12893655580961422	-0.09367789121022142	-0.15084461018834855
_x_00000_y_03040_.tif	0.15157401197255324	-0.04924938192692485	-0.15084461018834855
_x_00050_y_00000_.tif	0.18574033793819109	0.0	-0.11685378047423726
_x_00050_y_00160_.tif	0.17664955873498056	0.057396920963846826	-0.1168537804742373
_x_00050_y_00320_.tif	0.15026708993294235	0.10917543139588887	-0.11685378047423726
_x_00050_y_00480_.tif	0.10917543139588887	0.15026708993294235	-0.11685378047423726
_x_00050_y_00640_.tif	0.05739692096384682	0.17664955873498053	-0.11685378047423729
_x_00050_y_00800_.tif	1.1373315516427674e-17	0.18574033793819109	-0.11685378047423726
_x_00050_y_00960_.tif	-0.05739692096384682	0.17664955873498053	-0.11685378047423729
_x_00050_y_01120_.tif	-0.10917543139588887	0.15026708993294235	-0.11685378047423726
_x_00050_y_01280_.tif	-0.15026708993294235	0.10917543139588887	-0.11685378047423726
_x_00050_y_01440_.tif	-0.17664955873498056	0.057396920963846826	-0.1168537804742373
_x_00050_y_01600_.tif	-0.18574033793819109	2.274663103285535e-17	-0.11685378047423726
_x_00050_y_01760_.tif	-0.17664955873498056	-0.057396920963846826	-0.1168537804742373
_x_00050_y_01920_.tif	-0.15026708993294235	-0.10917543139588887	-0.11685378047423726
_x_00050_y_02080_.tif	-0.10917543139588887	-0.15026708993294235	-0.11685378047423726
_x_00050_y_02240_.tif	-0.05739692096384682	-0.17664955873498053	-0.11685378047423729
_x_00050_y_02400_.tif	-3.411994654928302e-17	-0.18574033793819109	-0.11685378047423726
_x_00050_y_02560_.tif	0.057396920963846694	-0.17664955873498056	-0.1168537804742373
_x_00050_y_02720_.tif	0.10917543139588878	-0.1502670899329424	-0.1168537804742373
_x_00050_y_02880_.tif	0.15026708993294235	-0.10917543139588887	-0.11685378047423726
_x_00050_y_03040_.tif	0.17664955873498056	-0.057396920963846826	-0.1168537804742373
_x_00100_y_00000_.tif	0.20496843108842047	0.0	-0.07837232550885607
_x_00100_y_00160_.tif	0.19493656202143644	0.06333872851669219	-0.07837232550885609
_x_00100_y_00320_.tif	0.16582294406090245	0.12047742097929964	-0.07837232550885607
_x_00100_y_00480_.tif	0.12047742097929964	0.16582294406090245	-0.07837232550885607
_x_00100_y_00640_.tif	0.06333872851669219	0.19493656202143644	-0.07837232550885609
_x_00100_y_00800_.tif	1.2550696652934453e-17	0.20496843108842047	-0.07837232550885607
_x_00100_y_00960_.tif	-0.06333872851669219	0.19493656202143644	-0.07837232550885609
_x_00100_y_01120_.tif	-0.12047742097929957	0.1658229440609025	-0.0783723255088561
_x_00100_y_01280_.tif	-0.16582294406090245	0.12047742097929964	-0.07837232550885607
_x_00100_y_01440_.tif	-0.19493656202143644	0.06333872851669219	-0.07837232550885609
_x_00100_y_01600_.tif	-0.20496843108842047	2.5101393305868906e-17	-0.07837232550885607
_x_00100_y_01760_.tif	-0.19493656202143642	-0.06333872851669231	-0.07837232550885607
_x_00100_y_01920_.tif	-0.1658229440609025	-0.12047742097929957	-0.0783723255088561
_x_00100_y_02080_.tif	-0.12047742097929964	-0.16582294406090245	-0.07837232550885607
_x_00100_y_02240_.tif	-0.06333872851669219	-0.19493656202143644	-0.07837232550885609
_x_00100_y_02400_.tif	-3.765208995880335e-17	-0.20496843108842047	-0.07837232550885607
_x_00100_y_02560_.tif	0.06333872851669219	-0.19493656202143644	-0.07837232550885609
_x_00100_y_02720_.tif	0.12047742097929957	-0.1658229440609025	-0.0783723255088561
_x_00100_y_02880_.tif	0.16582294406090245	-0.12047742097929964	-0.07837232550885607
_x_00100_y_03040_.tif	0.19493656202143644	-0.06333872851669219	-0.07837232550885609
_x_00150_y_00000_.tif	0.2163197023795422	0.0	-0.03687906602587611
_x_00150_y_00160_.tif	0.2057322625510919	0.06684646425340923	-0.03687906602587613
_x_00150_y_00320_.tif	0.17500631544318046	0.12714953083899186	-0.03687906602587611
_x_00150_y_00480_.tif	0.12714953083899186	0.17500631544318046	-0.03687906602587611
_x_00150_y_00640_.tif	0.06684646425340923	0.2057322625510919	-0.03687906602587613
_x_00150_y_00800_.tif	1.3245761555580728e-17	0.2163197023795422	-0.03687906602587611
_x_00150_y_00960_.tif	-0.06684646425340919	0.2057322625510919	-0.0368790660258761
_x_00150_y_01120_.tif	-0.12714953083899186	0.17500631544318046	-0.03687906602587611
_x_00150_y_01280_.tif	-0.1750063154431804	0.12714953083899197	-0.036879066025876095
_x_00150_y_01440_.tif	-0.2057322625510919	0.06684646425340936	-0.03687906602587612
_x_00150_y_01600_.tif	-0.2163197023795422	2.6491523111161457e-17	-0.03687906602587611
_x_00150_y_01760_.tif	-0.2057322625510919	-0.06684646425340936	-0.03687906602587612
_x_00150_y_01920_.tif	-0.17500631544318046	-0.12714953083899186	-0.03687906602587611
_x_00150_y_02080_.tif	-0.12714953083899197	-0.1750063154431804	-0.036879066025876095
_x_00150_y_02240_.tif	-0.06684646425340936	-0.2057322625510919	-0.03687906602587612
_x_00150_y_02400_.tif	-3.973728466674219e-17	-0.2163197023795422	-0.03687906602587611
_x_00150_y_02560_.tif	0.06684646425340919	-0.2057322625510919	-0.0368790660258761
_x_00150_y_02720_.tif	0.12714953083899186	-0.17500631544318046	-0.03687906602587611
_x_00150_y_02880_.tif	0.1750063154431804	-0.12714953083899197	-0.036879066025876095
_x_00150_y_03040_.tif	0.2057322625510919	-0.06684646425340936	-0.03687906602587612
_x_00200_y_00000_.tif	0.21935792882170493	0.0	0.006031435282459594
_x_00200_y_00160_.tif	0.20862178760689096	0.06778532785679686	0.006031435282459595
_x_00200_y_00320_.tif	0.1774642922676494	0.12893535553482016	0.006031435282459595
_x_00200_y_00480_.tif	0.12893535553482013	0.1774642922676494	0.006031435282459594
_x_00200_y_00640_.tif	0.06778532785679686	0.20862178760689096	0.006031435282459595
_x_00200_y_00800_.tif	1.3431799269954695e-17	0.21935792882170493	0.006031435282459594
_x_00200_y_00960_.tif	-0.06778532785679686	0.20862178760689096	0.006031435282459595
_x_00200_y_01120_.tif	-0.12893535553482013	0.1774642922676494	0.006031435282459594
_x_00200_y_01280_.tif	-0.1774642922676494	0.12893535553482016	0.006031435282459595
_x_00200_y_01440_.tif	-0.20862178760689096	0.06778532785679686	0.006031435282459595
_x_00200_y_01600_.tif	-0.21935792882170493	2.686359853990939e-17	0.006031435282459594
_x_00200_y_01760_.tif	-0.20862178760689093	-0.06778532785679699	0.006031435282459594
_x_00200_y_01920_.tif	-0.1774642922676494	-0.12893535553482016	0.006031435282459595
_x_00200_y_02080_.tif	-0.12893535553482013	-0.1774642922676494	0.006031435282459594
_x_00200_y_02240_.tif	-0.06778532785679686	-0.20862178760689096	0.006031435282459595
_x_00200_y_02400_.tif	-4.029539780986408e-17	-0.21935792882170493	0.006031435282459594
_x_00200_y_02560_.tif	0.06778532785679686	-0.20862178760689096	0.006031435282459595
_x_00200_y_02720_.tif	0.12893535553482013	-0.1774642922676494	0.006031435282459594
_x_00200_y_02880_.tif	0.17746429226764937	-0.12893535553482022	0.006031435282459594
_x_00200_y_03040_.tif	0.20862178760689096	-0.06778532785679686	0.006031435282459595
_x_00250_y_00000_.tif	0.21396635307659326	0.0	0.048710151915358484
_x_00250_y_00160_.tif	0.20349409436140362	0.06611923932509754	0.048710151915358456
_x_00250_y_00320_.tif	0.17310241586339425	0.12576626682522574	0.04871015191535848
_x_00250_y_00480_.tif	0.12576626682522574	0.17310241586339425	0.04871015191535848
_x_00250_y_00640_.tif	0.06611923932509754	0.20349409436140362	0.048710151915358456
_x_00250_y_00800_.tif	1.3101660471024125e-17	0.21396635307659326	0.048710151915358484
_x_00250_y_00960_.tif	-0.06611923932509754	0.20349409436140362	0.048710151915358456
_x_00250_y_01120_.tif	-0.12576626682522574	0.17310241586339425	0.04871015191535848
_x_00250_y_01280_.tif	-0.17310241586339425	0.12576626682522574	0.04871015191535848
_x_00250_y_01440_.tif	-0.20349409436140362	0.06611923932509754	0.048710151915358456
_x_00250_y_01600_.tif	-0.21396635307659326	2.620332094204825e-17	0.048710151915358484
_x_00250_y_01760_.tif	-0.2034940943614036	-0.06611923932509767	0.04871015191535845
_x_00250_y_01920_.tif	-0.1731024158633943	-0.12576626682522568	0.048710151915358456
_x_00250_y_02080_.tif	-0.12576626682522574	-0.17310241586339425	0.04871015191535848
_x_00250_y_02240_.tif	-0.06611923932509754	-0.20349409436140362	0.048710151915358456
_x_00250_y_02400_.tif	-3.930498141307237e-17	-0.21396635307659326	0.048710151915358484
_x_00250_y_02560_.tif	0.06611923932509754	-0.20349409436140362	0.048710151915358456
_x_00250_y_02720_.tif	0.12576626682522568	-0.1731024158633943	0.048710151915358456
_x_00250_y_02880_.tif	0.17310241586339425	-0.12576626682522574	0.04871015191535848
_x_00250_y_03040_.tif	0.2034940943614036	-0.06611923932509767	0.04871015191535845
_x_00300_y_00000_.tif	0.2003521703764613	0.0	0.08951696472711795
_x_00300_y_00160_.tif	0.19054623719041036	0.061912225506231364	0.08951696472711798
_x_00300_y_00320_.tif	0.16208831069446206	0.1177640510120729	0.08951696472711795
_x_00300_y_00480_.tif	0.1177640510120729	0.16208831069446206	0.08951696472711795
_x_00300_y_00640_.tif	0.06191222550623149	0.1905462371904103	0.08951696472711797
_x_00300_y_00800_.tif	1.2268032207687932e-17	0.2003521703764613	0.08951696472711795
_x_00300_y_00960_.tif	-0.06191222550623134	0.19054623719041042	0.08951696472711793
_x_00300_y_01120_.tif	-0.11776405101207282	0.1620883106944621	0.08951696472711798
_x_00300_y_01280_.tif	-0.16208831069446206	0.1177640510120729	0.08951696472711795
_x_00300_y_01440_.tif	-0.1905462371904103	0.06191222550623149	0.08951696472711797
_x_00300_y_01600_.tif	-0.2003521703764613	2.4536064415375858e-17	0.08951696472711795
_x_00300_y_01760_.tif	-0.1905462371904103	-0.06191222550623149	0.08951696472711797
_x_00300_y_01920_.tif	-0.16208831069446217	-0.11776405101207275	0.08951696472711793
_x_00300_y_02080_.tif	-0.1177640510120729	-0.16208831069446206	0.08951696472711795
_x_00300_y_02240_.tif	-0.06191222550623149	-0.1905462371904103	0.08951696472711797
_x_00300_y_02400_.tif	-3.680409662306378e-17	-0.2003521703764613	0.08951696472711795
_x_00300_y_02560_.tif	0.06191222550623134	-0.19054623719041042	0.08951696472711793
_x_00300_y_02720_.tif	0.11776405101207275	-0.16208831069446217	0.08951696472711793
_x_00300_y_02880_.tif	0.16208831069446206	-0.1177640510120729	0.08951696472711795
_x_00300_y_03040_.tif	0.1905462371904103	-0.06191222550623149	0.08951696472711797
_x_00350_y_00000_.tif	0.1790385661275535	0.0	0.12688369078610653
_x_00350_y_00160_.tif	0.17027579498375053	0.055325959581936805	0.1268836907861066
_x_00350_y_00320_.tif	0.1448452426457137	0.10523622876136665	0.12688369078610653
_x_00350_y_00480_.tif	0.10523622876136665	0.1448452426457137	0.12688369078610653
_x_00350_y_00640_.tif	0.055325959581936805	0.17027579498375053	0.1268836907861066
_x_00350_y_00800_.tif	1.096295034660201e-17	0.1790385661275535	0.12688369078610653
_x_00350_y_00960_.tif	-0.055325959581936805	0.17027579498375053	0.1268836907861066
_x_00350_y_01120_.tif	-0.10523622876136665	0.1448452426457137	0.12688369078610653
_x_00350_y_01280_.tif	-0.14484524264571358	0.10523622876136668	0.1268836907861066
_x_00350_y_01440_.tif	-0.17027579498375053	0.055325959581936805	0.1268836907861066
_x_00350_y_01600_.tif	-0.1790385661275535	2.192590069320402e-17	0.12688369078610653
_x_00350_y_01760_.tif	-0.1702757949837505	-0.05532595958193692	0.12688369078610656
_x_00350_y_01920_.tif	-0.1448452426457137	-0.10523622876136665	0.12688369078610653
_x_00350_y_02080_.tif	-0.10523622876136668	-0.14484524264571358	0.1268836907861066
_x_00350_y_02240_.tif	-0.055325959581936805	-0.17027579498375053	0.1268836907861066
_x_00350_y_02400_.tif	-3.2888851039806034e-17	-0.1790385661275535	0.12688369078610653
_x_00350_y_02560_.tif	0.055325959581936805	-0.17027579498375053	0.1268836907861066
_x_00350_y_02720_.tif	0.10523622876136665	-0.1448452426457137	0.12688369078610653
_x_00350_y_02880_.tif	0.14484524264571358	-0.10523622876136668	0.1268836907861066
_x_00350_y_03040_.tif	0.1702757949837505	-0.05532595958193692	0.12688369078610656
_x_00400_y_00000_.tif	0.15084461018834855	0.0	0.15937434776537862
_x_00400_y_00160_.tif	0.14346174946763113	0.04661354805806403	0.15937434776537868
_x_00400_y_00320_.tif	0.12203585315223832	0.08866423725651812	0.15937434776537865
_x_00400_y_00480_.tif	0.08866423725651812	0.12203585315223832	0.15937434776537865
_x_00400_y_00640_.tif	0.04661354805806403	0.14346174946763113	0.15937434776537865
_x_00400_y_00800_.tif	9.236568451789564e-18	0.15084461018834855	0.15937434776537862
_x_00400_y_00960_.tif	-0.04661354805806403	0.14346174946763113	0.15937434776537865
_x_00400_y_01120_.tif	-0.08866423725651812	0.12203585315223832	0.15937434776537865
_x_00400_y_01280_.tif	-0.12203585315223829	0.08866423725651823	0.15937434776537862
_x_00400_y_01440_.tif	-0.14346174946763113	0.04661354805806403	0.15937434776537868
_x_00400_y_01600_.tif	-0.15084461018834855	1.8473136903579127e-17	0.15937434776537862
